grad_norm,loss,loss_q2,loss_q3,mse,mse_q2,mse_q3,param_norm,samples,step,vb,vb_q2,vb_q3,loss_q0,loss_q1,mse_q0,mse_q1,vb_q0,vb_q1
0.9693931443277014,0.1197257749736309,0.063792475,0.039260928,0.11578469462692738,0.0634683,0.034273323,151.70958002999623,1004,250,0.003941083673271352,0.0003241796,0.004987603,0.3211823,0.11105164,0.310079,0.11047928,0.011103353,0.00057234854
1.0111611226246655,0.13957053758203983,0.061120823,0.034422267,0.12998592741787435,0.060811453,0.033169053,151.71478915420644,1044,260,0.009584604401607067,0.00030936798,0.0012532127,0.47214234,0.10172263,0.42054397,0.10121725,0.05159837,0.0005053675
1.3038709940034112,0.1907222181558609,0.06085017,0.03521306,0.1801738351583481,0.06054652,0.034783166,151.7209615749473,1084,270,0.010548378614475952,0.0003036558,0.0004298953,0.46434885,0.12000103,0.4301746,0.119424164,0.03417418,0.0005768606
0.918131899162872,0.11563926003873348,0.057833586,0.030652815,0.11213143821805716,0.057548214,0.028765837,151.7284709605656,1124,280,0.0035078218556009234,0.0002853818,0.001886982,0.39877623,0.119065404,0.3834876,0.118489526,0.0152886305,0.0005758779
0.9576958220284129,0.10677815712988377,0.06817788,0.030973304,0.10521111860871314,0.06784184,0.029194916,151.7364322639582,1164,290,0.0015670324821257962,0.00033602945,0.0017783873,0.26022115,0.11622594,0.25659394,0.11564286,0.0036272209,0.0005830823
1.5694641116445647,0.207370226085186,0.0582353,0.03490496,0.19859673753380774,0.0579451,0.03431108,151.7422899334404,1204,300,0.008773493743501603,0.00029019135,0.00059387967,0.42880863,0.1178368,0.40473762,0.11722117,0.024071021,0.0006156591
1.0410058325397387,0.13648597598075868,0.05465523,0.027583733,0.13218777813017368,0.0543733,0.027171884,151.75037474498754,1244,310,0.004298200397170148,0.00028193288,0.00041184571,0.5148409,0.11035006,0.48890772,0.10976033,0.025933154,0.00058971974
1.1324953518645469,0.12925506122410296,0.05725718,0.033959832,0.1254602253437042,0.05697334,0.029611327,151.7579941478476,1284,320,0.0037948320474242795,0.00028383237,0.0043484974,0.28980386,0.095660105,0.2816841,0.09518761,0.008119725,0.000472493
1.2386774644754466,0.1578162334859371,0.05436052,0.033579033,0.15132495537400245,0.054076176,0.032755584,151.76620335403152,1324,330,0.006491276924498379,0.00028434288,0.00082345377,0.54494673,0.12610832,0.51076573,0.12543392,0.034180954,0.0006744115
1.0155458745696906,0.12322039976716041,0.05675228,0.033465724,0.12140922173857689,0.056468733,0.032380547,151.7756990435468,1364,340,0.0018111752171535045,0.00028354238,0.0010851824,0.26353043,0.122723855,0.25864697,0.122074604,0.004883469,0.00064924924
1.046983991527669,0.14489116705954072,0.056937788,0.028484412,0.12936912402510642,0.0566638,0.027817763,151.783348882997,1404,350,0.015522038325434548,0.0002739899,0.0006666487,0.4018125,0.09783358,0.33447227,0.097321056,0.06734018,0.0005124987
0.9169714342571359,0.10033015012741088,0.051943988,0.027060887,0.09870707355439663,0.051672194,0.026730483,151.79014033138384,1444,360,0.001623073293012567,0.00027179136,0.00033040132,0.28686768,0.0874094,0.28009748,0.087001555,0.0067702266,0.00040783893
0.9949686417477175,0.11376550532877445,0.051363513,0.029772388,0.10947306901216505,0.051106554,0.029492786,151.7960532884106,1484,370,0.004292435859679243,0.00025695903,0.00027960283,0.35706723,0.09903559,0.3341939,0.09853881,0.022873351,0.0004967863
1.2695797852456183,0.14777014777064323,0.06466502,0.023306675,0.1434464357793331,0.064357035,0.02226879,151.80217617657996,1524,380,0.0043237156409304586,0.0003079765,0.001037885,0.3458841,0.093919665,0.33287713,0.093459666,0.013006994,0.00045999326
1.0627331467515437,0.1800130870193243,0.050334,0.030483324,0.13113215677440165,0.05007716,0.030166758,151.80779972687677,1564,390,0.04888093615300023,0.0002568452,0.00031656816,0.51435876,0.11245254,0.3200701,0.111858375,0.19428867,0.00059417123
1.0018512267580133,0.12309697866439817,0.056689747,0.030240182,0.12082328349351883,0.05641372,0.028404688,151.8148391807368,1604,400,0.0022736937244189903,0.00027601808,0.0018354995,0.30412424,0.10588239,0.29730895,0.10535148,0.006815228,0.00053090113
1.3812730313947414,0.20388004630804063,0.05719779,0.024557002,0.15755148828029633,0.056918982,0.02396456,151.82016429523128,1644,410,0.04632856020762119,0.00027880317,0.0005924397,0.44846466,0.09425685,0.32565048,0.09377078,0.12281417,0.00048606843
1.0012898873205407,0.1145313460379839,0.052132532,0.030150462,0.11210241429507732,0.051871315,0.029181007,151.82491942877536,1684,420,0.002428933401824907,0.0002612125,0.0009694564,0.2884094,0.09757564,0.27945605,0.09707998,0.008953393,0.0004956504
1.2601112984357101,0.1672493010759354,0.05933607,0.026617737,0.15769027248024942,0.059052173,0.02607446,151.83127108845486,1724,430,0.009559036744758487,0.00028390437,0.000543277,0.37943962,0.107362576,0.35092735,0.10680106,0.028512292,0.0005614889
0.857670277780929,0.10952716358006001,0.049521938,0.019538265,0.10461027510464191,0.049275395,0.019050831,151.836813033941,1764,440,0.004916882468387484,0.00024654483,0.00048743148,0.2691478,0.09532075,0.25072646,0.09483269,0.018421343,0.00048805802
0.804953037997808,0.08801450971513987,0.042452093,0.022923674,0.08701102733612061,0.042238507,0.022526724,151.8417047445201,1804,450,0.0010034801583969966,0.00021359687,0.00039695835,0.3057972,0.10410548,0.301304,0.10356033,0.0044931853,0.0005451546
1.0043487041197132,0.1127581525593996,0.05471548,0.021984832,0.11030160151422023,0.054446176,0.021652065,151.8454065806469,1844,460,0.0024565522966440772,0.00026930557,0.00033276537,0.27875364,0.098851755,0.2700689,0.0983186,0.008684646,0.00053314556
1.1866777155779293,0.14925633631646634,0.056576047,0.019883154,0.14441028013825416,0.056289233,0.019345295,151.84948150892873,1884,470,0.004846059458213859,0.00028681566,0.00053786143,0.38902658,0.07911046,0.37240827,0.078722216,0.01661829,0.00038825383
0.9546422512306093,0.12248786240816119,0.05235786,0.025663348,0.11543196029961109,0.052081842,0.02492053,151.85577946430482,1924,480,0.0070559024577960365,0.00027601214,0.0007428145,0.4250317,0.09682952,0.38070178,0.096341476,0.044329934,0.0004880389
0.7802838497811474,0.08348724469542504,0.048392903,0.03002171,0.08282188400626184,0.04814917,0.029575124,151.8632794069082,1964,490,0.0006653595963143745,0.00024373105,0.00044658835,0.16171855,0.084116615,0.16019484,0.08370222,0.0015237157,0.00041439463
0.9965770026257896,0.1325162537395954,0.04543542,0.021384064,0.12100730873644353,0.045203626,0.020825882,151.86711389986226,2004,500,0.011508944386150688,0.00023179255,0.00055818417,0.38118377,0.111502424,0.33653605,0.11093383,0.044647697,0.0005685865
1.086589962418852,0.13008704744279384,0.05059929,0.020648696,0.12038376107811928,0.050343223,0.019986417,151.87039440064197,2044,510,0.00970328322146088,0.0002560683,0.0006622799,0.32830158,0.0850144,0.29703745,0.08460528,0.031264048,0.00040912005
0.9300800822014165,0.10154582411050796,0.045613192,0.020076776,0.0988992616534233,0.045379896,0.0198132,151.87426615916928,2084,520,0.002646562684094533,0.00023330332,0.0002635733,0.2587624,0.10942725,0.24816598,0.10886509,0.01059642,0.00056215056
0.8023507726755124,0.08529716208577155,0.05552979,0.023385903,0.08445350490510463,0.055255216,0.022997763,151.8780797285244,2124,530,0.0008436598698608577,0.0002745723,0.0003881416,0.20057695,0.0915728,0.19749871,0.09111241,0.0030781962,0.00046037082
1.2342615625880498,0.16750559248030183,0.05018519,0.02457701,0.14853011481463912,0.049941197,0.023897698,151.88131063580684,2164,540,0.018975477750063873,0.0002439929,0.00067931064,0.4287403,0.08478781,0.3665651,0.0843467,0.062175095,0.00044111398
1.0366162025909547,0.12191205658018589,0.050606094,0.02036918,0.1195379287004471,0.050352745,0.019868731,151.88573640383606,2204,550,0.002374128543306141,0.00025335394,0.00050044263,0.2568561,0.08336431,0.25087255,0.08294652,0.005983462,0.0004177946
0.8884742334663024,0.09903124850243329,0.04215365,0.023144007,0.09554409384727477,0.041936547,0.022624947,151.89087891540012,2244,560,0.0034871525029302576,0.00021710388,0.00051905564,0.32200366,0.094679676,0.30395532,0.09419637,0.0180483,0.00048331442
0.9874543307842313,0.10337750390172004,0.04687865,0.021769729,0.10175657086074351,0.04664904,0.021403275,151.89583566482503,2284,570,0.0016209350171266122,0.00022961447,0.00036645329,0.20803007,0.090997055,0.20382847,0.09051627,0.0042016227,0.00048076326
1.116475345737349,0.13349983468651772,0.049613576,0.01582247,0.1307132698595524,0.04936852,0.015550702,151.90127235800884,2324,580,0.0027865667740115895,0.0002450537,0.00027176982,0.25840598,0.115342475,0.25156176,0.11474233,0.0068442454,0.0006001442
0.9597474893162106,0.10911825001239778,0.049944848,0.029200953,0.10753767639398575,0.049701642,0.028847048,151.90563180122385,2364,590,0.0015805725939571857,0.00024320703,0.00035390386,0.23249607,0.085670225,0.22799607,0.08524508,0.004500063,0.00042514858
0.8714171983008752,0.11783702075481416,0.047423508,0.020586545,0.10365737322717905,0.047196887,0.020400709,151.9095265420619,2404,600,0.014179643683019095,0.00022662364,0.00018583373,0.23140498,0.09400402,0.18847406,0.09351333,0.042930927,0.0004906901
1.070007246910725,0.1150250855833292,0.038781203,0.0189983,0.1117417398840189,0.038588963,0.018497795,151.91296404966766,2444,610,0.0032833448407473043,0.00019224573,0.0005005045,0.24310838,0.086410195,0.2338501,0.08596705,0.009258292,0.00044316493
1.153254987295817,0.13526420556008817,0.04677315,0.022705968,0.126625495031476,0.046554886,0.022147011,151.91528997944928,2484,620,0.008638713930849917,0.0002182662,0.000558957,0.37039006,0.1108145,0.33734748,0.11021572,0.033042606,0.0005987519
1.322266697165578,0.18279238305985931,0.062468026,0.02020098,0.1634289063513279,0.062171116,0.019970799,151.91738915063274,2524,630,0.019363476772559805,0.00029690424,0.00023018208,0.41813156,0.07808811,0.36338532,0.07770879,0.05474619,0.00037933228
0.8299175827082275,0.09699464291334155,0.045184426,0.019063076,0.09528647307306529,0.044963956,0.018774845,151.92250372008357,2564,640,0.0017081685131415726,0.00022047735,0.00028822958,0.20164743,0.09566232,0.19668196,0.095188685,0.0049655074,0.00047363533
1.0697298522820426,0.12268164977431298,0.051602975,0.018572878,0.11963630728423595,0.051362466,0.017969165,151.92737876409788,2604,650,0.0030453403713181617,0.0002405022,0.0006037093,0.23129702,0.11045691,0.22392412,0.10988751,0.007372875,0.00056939496
1.0648666350147997,0.11505769044160843,0.046180878,0.0189472,0.11127624660730363,0.045945965,0.018517911,151.9310200719081,2644,660,0.0037814444978721442,0.00023491716,0.00042928994,0.26911464,0.07242913,0.25821292,0.072071284,0.010901693,0.00035784955
1.1169945250488833,0.13248114995658397,0.058948956,0.021254357,0.12893364802002907,0.05866281,0.020969322,151.93390860773368,2684,670,0.0035475051030516625,0.00028614735,0.0002850319,0.2677598,0.08456697,0.25829685,0.08410016,0.009462931,0.0004667987
0.8751705650405301,0.5084510568529368,0.040820323,1.533984,0.08988490104675292,0.040599056,0.016263306,151.93733556307876,2724,680,0.4185661389143206,0.00022127261,1.5177208,0.1843381,0.090944104,0.18064258,0.09050249,0.0036955078,0.0004416077
0.8612993054751599,0.09515886977314948,0.042891126,0.016437348,0.09361395910382271,0.042683836,0.015730193,151.94112263200742,2764,690,0.0015449091151822354,0.00020728756,0.0007071559,0.24641712,0.092712514,0.24039799,0.092235155,0.0060191373,0.00047736382
1.0345916921987173,0.12021533250808716,0.046336215,0.021786604,0.11740700714290142,0.046116315,0.021574046,151.94467744797734,2804,700,0.002808324247598648,0.00021990428,0.00021255799,0.24843235,0.09822247,0.23991638,0.09771381,0.008515974,0.0005086723
0.8134035029875885,0.08270926978439092,0.04373865,0.015728375,0.07965866960585118,0.04353323,0.015062543,151.94804911748636,2844,710,0.003050600425922312,0.00020541745,0.00066583016,0.29033744,0.065601654,0.27489322,0.06526844,0.015444242,0.00033321607
0.9963658583972939,0.38509765155613424,0.043715246,1.1349902,0.1157481573522091,0.043496605,0.01866236,151.95153355009612,2884,720,0.2693495231142151,0.00021865239,1.1163278,0.46127152,0.08060157,0.29426867,0.080190316,0.16700287,0.00041125348
0.9295737749675596,0.11678460966795683,0.04360337,0.01732107,0.10699714403599501,0.04338141,0.017058976,151.95418621470404,2924,730,0.009787468415743204,0.00022195987,0.0002620952,0.48938024,0.08217391,0.4258463,0.081749685,0.06353399,0.0004242163
0.8357242256434897,0.08287519589066505,0.040322505,0.018995445,0.08157336972653866,0.040123895,0.018386824,151.9568316966652,2964,740,0.0013018258265219628,0.0001986097,0.0006086239,0.24801894,0.08589012,0.24275132,0.0854494,0.0052676313,0.00044071765
0.8217229869330991,0.10126041341573,0.03954924,0.015835106,0.09232256915420292,0.039358683,0.015393586,151.95955976285939,3004,750,0.008937844599131495,0.0001905527,0.00044152094,0.33748674,0.07098584,0.29413486,0.07062797,0.043351866,0.00035787007
0.6539548372029876,0.06480499021708966,0.046998277,0.016157974,0.06398310326039791,0.046764225,0.014976889,151.96157519233734,3044,760,0.0008218884046073072,0.00023405244,0.0011810827,0.14159971,0.07201068,0.14002569,0.07164707,0.0015740232,0.00036359864
0.9825210621620019,0.12195267602801324,0.047074184,0.013724914,0.11315503530204296,0.04684549,0.013382548,151.96365107655836,3084,770,0.008797639355179854,0.0002286981,0.00034236326,0.5503228,0.08124142,0.4935511,0.08081856,0.05677166,0.00042287103
0.6520929157604012,0.06611639186739922,0.04232899,0.015252962,0.06547646634280682,0.04211412,0.014872025,151.96672296267658,3124,780,0.0006399242163752206,0.00021487146,0.00038093375,0.1542666,0.09161349,0.1522391,0.09116653,0.0020275142,0.00044695786
1.0549126365218562,0.11936264149844646,0.044468243,0.020604314,0.11062428541481495,0.04424889,0.020151928,151.9693112446498,3164,790,0.008738355799869169,0.00021935951,0.00045238624,0.32230288,0.09514258,0.28846908,0.09466931,0.0338338,0.0004732713
0.7501123871732106,0.07341687884181738,0.035212856,0.015944196,0.07240042015910149,0.035019945,0.015668176,151.97187528888603,3204,800,0.0010164587292820215,0.0001929163,0.0002760157,0.20074628,0.07647751,0.19715346,0.07610427,0.003592818,0.0003732431
0.8470286400569543,0.08649123534560205,0.034765903,0.018818982,0.08409075662493706,0.03458277,0.018650608,151.97565098465003,3244,810,0.0024004798673558985,0.0001831318,0.00016837333,0.244444,0.085481614,0.23212938,0.0850371,0.01231462,0.00044453726
0.847944614129625,0.09893822520971299,0.041349888,0.01938407,0.09499738030135632,0.041137137,0.01919153,151.97849141130771,3284,820,0.003940841990697663,0.00021274725,0.0001925389,0.29557088,0.07561851,0.276983,0.07523003,0.018587852,0.00038848742
1.0633626440513442,0.1137927606701851,0.046689283,0.016048223,0.10905235148966312,0.046467565,0.015493071,151.9807298093723,3324,830,0.004740407224744558,0.00022170988,0.00055514975,0.31043753,0.08812423,0.2927454,0.08769826,0.01769211,0.00042597365
0.8552564974394521,0.13905126713216304,0.04734685,0.022650313,0.09218008015304804,0.047116283,0.018458616,151.9834161108684,3364,840,0.04687119128648191,0.00023057328,0.0041916957,0.41954747,0.07457592,0.23722972,0.074197724,0.1823177,0.00037820067
0.6759264097864761,0.06528526917099953,0.048580877,0.02006752,0.06469818279147148,0.048335157,0.019561311,151.9865642962545,3404,850,0.0005870865774340928,0.0002457191,0.0005062079,0.11421507,0.07632551,0.113160156,0.07592566,0.0010549215,0.00039984673
0.8007702971213949,0.08336523063480854,0.036024034,0.017331071,0.08233763910830022,0.035856314,0.01684395,151.98861873293743,3444,860,0.0010275927546899767,0.00016771248,0.00048712094,0.15804209,0.073376164,0.1554418,0.07301057,0.002600317,0.00036558567
0.6077702959363314,0.06387412771582603,0.043207955,0.016940111,0.06338029876351356,0.04299905,0.016546223,151.99099925865,3484,870,0.0004938280530041083,0.00020890954,0.00039388993,0.17973217,0.088477,0.17785454,0.08802874,0.0018776215,0.00044825018
0.9321671011883854,0.10205589942634107,0.0396584,0.015701639,0.09801847282797098,0.03945869,0.015392332,151.99318724543056,3524,880,0.004037426109425724,0.00019970784,0.00030930783,0.29351565,0.080459766,0.27821395,0.08006457,0.015301775,0.000395186
1.0553458633606685,0.13109627217054365,0.03820606,0.017899454,0.11244179829955102,0.038012467,0.01748217,151.99523446433508,3564,890,0.018654469843022527,0.00019359196,0.00041728,0.48750123,0.072668046,0.39550486,0.07231924,0.091996394,0.00034880923
0.7279468040076332,0.06276358217000962,0.036244053,0.01871661,0.06218663062900305,0.036061563,0.018531285,151.99809587116428,3604,900,0.0005769512907136232,0.00018249793,0.00018532394,0.1555998,0.078803815,0.15348601,0.07837312,0.0021137693,0.0004306979
1.0401238522003848,0.12178193591535089,0.045666967,0.017724624,0.1132602721452713,0.04544084,0.01736617,152.00082817857796,3644,910,0.00852166573458817,0.00022612761,0.00035845122,0.2903065,0.06638661,0.26258042,0.06606383,0.027726116,0.00032279763
0.8621892802267095,0.09188530575484037,0.04006371,0.013313385,0.0890837786719203,0.0398624,0.012939259,152.0031361575188,3684,920,0.0028015258605591955,0.00020131248,0.00037412572,0.22996055,0.057734773,0.22128765,0.05744376,0.008672905,0.00029101034
0.9911700920634212,0.11931882631033659,0.035704315,0.015667416,0.115628301165998,0.035528053,0.015247541,152.00631110527505,3724,930,0.003690524920239113,0.0001762647,0.0004198761,0.2608752,0.09178393,0.2509865,0.09129903,0.009888679,0.00048490756
1.0519367128344739,0.11867384761571885,0.046325266,0.016701518,0.11480789333581924,0.046094015,0.016520299,152.00914307677866,3764,940,0.003865951891930308,0.00023125349,0.00018122313,0.3935191,0.060178988,0.37712312,0.059891526,0.016395971,0.00028745842
0.8940487518587981,0.09442157000303267,0.040659804,0.01704258,0.0926563486456871,0.040459845,0.016775463,152.0134528752339,3804,950,0.001765219564549625,0.00019995864,0.00026711536,0.2203202,0.057041842,0.21540397,0.056759715,0.0049162316,0.0002821261
1.057776700841642,0.11577476039528847,0.044668112,0.03123126,0.11360860094428062,0.044451438,0.030977266,152.01656640152282,3844,960,0.002166157506871969,0.00021667508,0.0002539902,0.2100069,0.08729006,0.20446786,0.08683908,0.005538988,0.00045098533
0.849626028496011,0.09128678366541862,0.047018386,0.01843517,0.08801750931888819,0.04677291,0.01792854,152.01942208282108,3884,970,0.003269272783654742,0.00024546552,0.0005066279,0.29123208,0.09417043,0.27643877,0.09363137,0.014793317,0.00053905643
0.7465265096427556,0.06760047972202302,0.039675698,0.013268414,0.06687665581703187,0.039481834,0.012850238,152.02311870629583,3924,980,0.0007238232879899443,0.00019386827,0.0004181776,0.153738,0.06897652,0.15170003,0.06861851,0.0020379873,0.0003580008
0.9310136698216451,0.10727145373821259,0.027088657,0.015482465,0.10356373041868211,0.026939273,0.015255038,152.02706016218698,3964,990,0.003707723825937137,0.00014938167,0.00022742632,0.22604801,0.08077388,0.21446246,0.08036127,0.011585565,0.00041262453
0.9763463695596025,0.17897785231471064,0.038737282,0.015919033,0.12047148346900939,0.03855697,0.015514895,152.0304307793597,4004,1000,0.05850637035910042,0.00018031565,0.0004041388,0.55758923,0.08511479,0.32467803,0.08468489,0.23291127,0.00042991183
0.9661562288812977,0.1038568567484617,0.04813844,0.013134341,0.09796677641570567,0.04791023,0.012593815,152.03423190812939,4044,1010,0.0058900797026581134,0.00022821825,0.0005405254,0.33197412,0.06914526,0.30400005,0.06878645,0.027973989,0.00035879668
1.1616569494271674,0.15269058011472225,0.042093474,0.011678113,0.134229738637805,0.04187439,0.011369109,152.03876404454195,4084,1020,0.018460844623041338,0.00021909637,0.00030900224,0.33215874,0.068076424,0.28343767,0.06772001,0.048721105,0.0003564051
1.1173357197175167,0.18044355250895025,0.03785902,0.020269949,0.13140517380088568,0.037668884,0.01711404,152.042408086298,4124,1030,0.049038383815786804,0.0001901394,0.0031559127,0.4760797,0.07433948,0.32793787,0.07396957,0.14814189,0.0003699051
0.9400851111666589,0.1372397992759943,0.035362244,0.014046087,0.09136555269360543,0.03517302,0.01378196,152.04552705937581,4164,1040,0.045874245799495825,0.0001892168,0.00026412605,0.44824123,0.06329006,0.26550663,0.06297914,0.18273456,0.00031091511
1.328685067288255,0.1612515900284052,0.03894511,0.018541811,0.1508952759206295,0.03876148,0.018214082,152.0483992626855,4204,1050,0.01035631706181448,0.00018363187,0.0003277301,0.34791917,0.073496774,0.32080942,0.07311757,0.027109735,0.00037920187
0.983283255255095,0.09050305448472501,0.044456523,0.014455708,0.08920101337134836,0.044233035,0.014083735,152.05287662061374,4244,1060,0.0013020409533055497,0.00022348792,0.00037197233,0.1673819,0.082276314,0.16409619,0.081861645,0.0032856842,0.00041466943
1.0409319051088342,0.10816638506948949,0.025787935,0.0123560345,0.10557600557804107,0.02565467,0.011791737,152.05598510935687,4284,1070,0.0025903793663019314,0.00013326704,0.00056429714,0.23421296,0.08804724,0.22752032,0.0875923,0.0066926745,0.0004549574
0.8980293613697075,0.09329253789037466,0.045899075,0.014322684,0.09032437112182377,0.04568161,0.013879362,152.05899988456943,4324,1080,0.0029681673215236517,0.00021746042,0.00044332343,0.29962856,0.07492549,0.28440693,0.07452533,0.01522162,0.00040016248
1.0029338543717405,0.0933752465993166,0.04302664,0.014694545,0.09177626688033344,0.042814214,0.014483511,152.06180951757352,4364,1090,0.0015989782055839898,0.00021242535,0.00021103339,0.1986054,0.077558994,0.19392316,0.07716316,0.0046822303,0.00039584484
0.6262491332994903,0.05452373661100864,0.034261193,0.014378618,0.053984161838889134,0.034091063,0.013784349,152.06522374089027,4404,1100,0.000539575122820679,0.00017012966,0.0005942706,0.12095325,0.07530335,0.11949624,0.07491632,0.0014570021,0.00038704724
